../../AVOS/data/annotations/train/-3gFrKiC99I-000002399.jpg,1,477,357,719,hand
../../AVOS/data/annotations/train/-3gFrKiC99I-000002399.jpg,166,1,943,716,hand
../../AVOS/data/annotations/train/-3gFrKiC99I-000002399.jpg,682,1,1278,439,hand
../../AVOS/data/annotations/train/-3gFrKiC99I-000003199.jpg,242,1,478,383,forceps
../../AVOS/data/annotations/train/-3gFrKiC99I-000003199.jpg,1,405,565,710,hand
../../AVOS/data/annotations/train/-3gFrKiC99I-000003199.jpg,1,1,405,235,hand
../../AVOS/data/annotations/train/-3gFrKiC99I-000003199.jpg,494,1,1098,385,hand
../../AVOS/data/annotations/train/-3gFrKiC99I-000003199.jpg,640,632,1168,720,hand
../../AVOS/data/annotations/train/-3gFrKiC99I-000003999.jpg,459,449,1280,707,bovie
../../AVOS/data/annotations/train/-3gFrKiC99I-000003999.jpg,434,456,934,720,hand
../../AVOS/data/annotations/train/-3gFrKiC99I-000003999.jpg,407,11,975,510,hand
../../AVOS/data/annotations/train/-3gFrKiC99I-000003999.jpg,1,1,288,424,hand
../../AVOS/data/annotations/train/-3gFrKiC99I-000003999.jpg,109,1,309,442,needledriver
../../AVOS/data/annotations/train/-3gFrKiC99I-000003999.jpg,261,517,397,720,needledriver
../../AVOS/data/annotations/train/-3gFrKiC99I-000003999.jpg,107,247,352,508,needledriver
../../AVOS/data/annotations/train/-3gFrKiC99I-000004799.jpg,470,403,642,534,bovie
../../AVOS/data/annotations/train/-3gFrKiC99I-000004799.jpg,134,367,711,712,hand
../../AVOS/data/annotations/train/-3gFrKiC99I-000004799.jpg,384,0,807,399,hand
../../AVOS/data/annotations/train/-3gFrKiC99I-000004799.jpg,808,0,1116,111,hand
../../AVOS/data/annotations/train/-3gFrKiC99I-000004799.jpg,610,545,970,712,hand
../../AVOS/data/annotations/train/-3gFrKiC99I-000004799.jpg,879,142,1054,314,needledriver
../../AVOS/data/annotations/train/-3gFrKiC99I-000004799.jpg,895,94,1202,375,needledriver
../../AVOS/data/annotations/train/-3gFrKiC99I-000004799.jpg,1056,243,1280,326,needledriver
../../AVOS/data/annotations/train/-3gFrKiC99I-000004799.jpg,1010,92,1182,659,forceps
../../AVOS/data/annotations/train/-3gFrKiC99I-000005599.jpg,332,83,532,578,forceps
../../AVOS/data/annotations/train/-3gFrKiC99I-000005599.jpg,567,549,762,663,bovie
../../AVOS/data/annotations/train/-3gFrKiC99I-000005599.jpg,0,1,549,453,hand
../../AVOS/data/annotations/train/-3gFrKiC99I-000005599.jpg,375,456,1006,720,hand
../../AVOS/data/annotations/train/-3gFrKiC99I-000006399.jpg,1059,1,1280,160,hand
../../AVOS/data/annotations/train/-3gFrKiC99I-000006399.jpg,171,665,430,720,hand
../../AVOS/data/annotations/train/-3gFrKiC99I-000006399.jpg,180,1,644,426,hand
../../AVOS/data/annotations/train/-3gFrKiC99I-000007199.jpg,322,528,422,720,forceps
../../AVOS/data/annotations/train/-3gFrKiC99I-000007199.jpg,1,3,397,493,forceps
../../AVOS/data/annotations/train/-3gFrKiC99I-000007199.jpg,4,3,272,340,hand
../../AVOS/data/annotations/train/-3gFrKiC99I-000007199.jpg,409,1,1032,367,hand
../../AVOS/data/annotations/train/-3gFrKiC99I-000007999.jpg,1,1,504,712,needledriver
../../AVOS/data/annotations/train/-3gFrKiC99I-000007999.jpg,464,0,1072,534,hand
../../AVOS/data/annotations/train/-3gFrKiC99I-000007999.jpg,1032,0,1279,233,forceps
../../AVOS/data/annotations/train/-3gFrKiC99I-000008799.jpg,0,0,154,360,needledriver
../../AVOS/data/annotations/train/-3gFrKiC99I-000008799.jpg,0,140,311,712,hand
../../AVOS/data/annotations/train/-3gFrKiC99I-000009599.jpg,678,0,833,256,forceps
../../AVOS/data/annotations/train/-3gFrKiC99I-000009599.jpg,13,0,691,267,needledriver
../../AVOS/data/annotations/train/-3gFrKiC99I-000009599.jpg,0,0,560,650,hand
../../AVOS/data/annotations/train/-3gFrKiC99I-000009599.jpg,706,117,1272,613,hand
../../AVOS/data/annotations/train/-3gFrKiC99I-000009599.jpg,722,0,928,147,hand
../../AVOS/data/annotations/train/-3gFrKiC99I-000009599.jpg,988,0,1272,211,hand
../../AVOS/data/annotations/train/-DGQsmwXmLg-000000653.jpg,820,198,1272,605,hand
../../AVOS/data/annotations/train/-DGQsmwXmLg-000000653.jpg,929,0,1272,244,hand
../../AVOS/data/annotations/train/-DGQsmwXmLg-000000653.jpg,10,24,231,331,hand
../../AVOS/data/annotations/train/-DGQsmwXmLg-000000871.jpg,72,43,252,320,hand
../../AVOS/data/annotations/train/-DGQsmwXmLg-000000871.jpg,900,200,1272,582,hand
../../AVOS/data/annotations/train/-DGQsmwXmLg-000000871.jpg,1036,1,1272,237,hand
../../AVOS/data/annotations/train/-DGQsmwXmLg-000001089.jpg,70,56,246,330,hand
../../AVOS/data/annotations/train/-DGQsmwXmLg-000001089.jpg,977,1,1272,280,hand
../../AVOS/data/annotations/train/-DGQsmwXmLg-000001089.jpg,849,232,1272,613,hand
../../AVOS/data/annotations/train/-DGQsmwXmLg-000001307.jpg,1,0,698,667,hand
../../AVOS/data/annotations/train/-DGQsmwXmLg-000001525.jpg,529,300,936,712,hand
../../AVOS/data/annotations/train/-DGQsmwXmLg-000001525.jpg,847,0,1272,200,hand
../../AVOS/data/annotations/train/-DGQsmwXmLg-000001525.jpg,940,400,1272,603,hand
../../AVOS/data/annotations/train/-DGQsmwXmLg-000001525.jpg,912,207,1271,426,hand
../../AVOS/data/annotations/train/-DGQsmwXmLg-000001525.jpg,451,0,829,235,hand
../../AVOS/data/annotations/train/-DGQsmwXmLg-000001525.jpg,43,50,622,375,hand
../../AVOS/data/annotations/train/-DGQsmwXmLg-000001743.jpg,367,2,711,243,bovie
../../AVOS/data/annotations/train/-DGQsmwXmLg-000001743.jpg,312,282,603,712,hand
../../AVOS/data/annotations/train/-DGQsmwXmLg-000001743.jpg,642,0,1002,91,hand
../../AVOS/data/annotations/train/-DGQsmwXmLg-000001743.jpg,516,46,967,369,hand
../../AVOS/data/annotations/train/-DGQsmwXmLg-000001743.jpg,311,3,638,219,hand
../../AVOS/data/annotations/train/-DGQsmwXmLg-000001743.jpg,548,354,973,633,hand
../../AVOS/data/annotations/train/-DGQsmwXmLg-000001961.jpg,880,302,1272,712,hand
../../AVOS/data/annotations/train/-DGQsmwXmLg-000001961.jpg,1058,1,1271,205,hand
../../AVOS/data/annotations/train/-DGQsmwXmLg-000001961.jpg,1,1,330,140,hand
../../AVOS/data/annotations/train/-DGQsmwXmLg-000001961.jpg,590,1,1014,95,hand
../../AVOS/data/annotations/train/-DGQsmwXmLg-000002179.jpg,367,483,595,712,bovie
../../AVOS/data/annotations/train/-DGQsmwXmLg-000002179.jpg,121,614,678,712,hand
../../AVOS/data/annotations/train/-DGQsmwXmLg-000002179.jpg,100,280,342,712,hand
../../AVOS/data/annotations/train/-DGQsmwXmLg-000002397.jpg,1032,314,1280,414,bovie
../../AVOS/data/annotations/train/-DGQsmwXmLg-000002397.jpg,248,507,548,646,hand
../../AVOS/data/annotations/train/-DGQsmwXmLg-000002615.jpg,922,73,1226,282,bovie
../../AVOS/data/annotations/train/-DGQsmwXmLg-000002615.jpg,137,349,1200,660,hand
../../AVOS/data/annotations/train/0EeZIRDKYO4-000000413.jpg,,,,,
../../AVOS/data/annotations/train/0EeZIRDKYO4-000000551.jpg,228,231,288,357,forceps
../../AVOS/data/annotations/train/0EeZIRDKYO4-000000689.jpg,246,1,333,160,forceps
../../AVOS/data/annotations/train/0EeZIRDKYO4-000000689.jpg,1,121,175,233,forceps
../../AVOS/data/annotations/train/0EeZIRDKYO4-000000827.jpg,1,147,111,244,forceps
../../AVOS/data/annotations/train/0EeZIRDKYO4-000000965.jpg,0,82,177,206,forceps
../../AVOS/data/annotations/train/0EeZIRDKYO4-000001103.jpg,364,1,477,190,hand
../../AVOS/data/annotations/train/0EeZIRDKYO4-000001103.jpg,1,68,244,218,needledriver
../../AVOS/data/annotations/train/0EeZIRDKYO4-000001241.jpg,1,1,288,237,needledriver
../../AVOS/data/annotations/train/0EeZIRDKYO4-000001241.jpg,328,30,480,360,hand
../../AVOS/data/annotations/train/0EeZIRDKYO4-000001379.jpg,271,1,476,173,hand
../../AVOS/data/annotations/train/0EeZIRDKYO4-000001379.jpg,0,0,252,75,hand
